Modified;File
A;drivers/net/ethernet/qualcomm/qca_debug.h
A;drivers/net/ethernet/qualcomm/qca_framing.c
A;drivers/net/ethernet/qualcomm/qca_framing.h
A;drivers/net/ethernet/qualcomm/qca_spi.c
A;drivers/net/ethernet/qualcomm/qca_spi.h
M;drivers/net/ethernet/rdc/r6040.c
M;drivers/net/ethernet/realtek/8139cp.c
M;drivers/net/ethernet/realtek/8139too.c
M;drivers/net/ethernet/realtek/r8169.c
M;drivers/net/ethernet/renesas/sh_eth.c
M;drivers/net/ethernet/renesas/sh_eth.h
M;drivers/net/ethernet/s6gmac.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_common.h
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_core.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_desc.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_desc.h
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_dma.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_dma.h
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_ethtool.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_main.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_mdio.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_mtl.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_mtl.h
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_platform.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_reg.h
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_xpcs.c
A;drivers/net/ethernet/samsung/sxgbe/sxgbe_xpcs.h
M;drivers/net/ethernet/seeq/sgiseeq.c
M;drivers/net/ethernet/sfc/ef10.c
M;drivers/net/ethernet/sfc/ef10_regs.h
M;drivers/net/ethernet/sfc/efx.c
M;drivers/net/ethernet/sfc/efx.h
M;drivers/net/ethernet/sfc/enum.h
M;drivers/net/ethernet/sfc/ethtool.c
M;drivers/net/ethernet/sfc/falcon.c
M;drivers/net/ethernet/sfc/farch.c
M;drivers/net/ethernet/sfc/filter.h
M;drivers/net/ethernet/sfc/io.h
M;drivers/net/ethernet/sfc/mcdi.c
M;drivers/net/ethernet/sfc/mcdi.h
M;drivers/net/ethernet/sfc/mcdi_mon.c
M;drivers/net/ethernet/sfc/mcdi_pcol.h
M;drivers/net/ethernet/sfc/mcdi_port.c
M;drivers/net/ethernet/sfc/mdio_10g.h
M;drivers/net/ethernet/sfc/net_driver.h
M;drivers/net/ethernet/sfc/nic.c
M;drivers/net/ethernet/sfc/nic.h
M;drivers/net/ethernet/sfc/phy.h
M;drivers/net/ethernet/sfc/ptp.c
M;drivers/net/ethernet/sfc/rx.c
M;drivers/net/ethernet/sfc/selftest.c
M;drivers/net/ethernet/sfc/selftest.h
M;drivers/net/ethernet/sfc/siena.c
M;drivers/net/ethernet/sfc/siena_sriov.c
M;drivers/net/ethernet/sfc/tx.c
M;drivers/net/ethernet/sgi/ioc3-eth.c
M;drivers/net/ethernet/sgi/meth.c
M;drivers/net/ethernet/silan/sc92031.c
M;drivers/net/ethernet/sis/sis190.c
M;drivers/net/ethernet/sis/sis900.c
M;drivers/net/ethernet/smsc/epic100.c
M;drivers/net/ethernet/smsc/smc911x.c
M;drivers/net/ethernet/smsc/smc911x.h
M;drivers/net/ethernet/smsc/smc9194.c
M;drivers/net/ethernet/smsc/smc91c92_cs.c
M;drivers/net/ethernet/smsc/smc91x.c
M;drivers/net/ethernet/smsc/smc91x.h
M;drivers/net/ethernet/smsc/smsc911x.c
M;drivers/net/ethernet/smsc/smsc911x.h
M;drivers/net/ethernet/smsc/smsc9420.c
M;drivers/net/ethernet/smsc/smsc9420.h
M;drivers/net/ethernet/stmicro/stmmac/chain_mode.c
M;drivers/net/ethernet/stmicro/stmmac/common.h
A;drivers/net/ethernet/stmicro/stmmac/dwmac-meson.c
A;drivers/net/ethernet/stmicro/stmmac/dwmac-socfpga.c
A;drivers/net/ethernet/stmicro/stmmac/dwmac-sti.c
A;drivers/net/ethernet/stmicro/stmmac/dwmac-sunxi.c
M;drivers/net/ethernet/stmicro/stmmac/dwmac1000.h
M;drivers/net/ethernet/stmicro/stmmac/dwmac1000_core.c
M;drivers/net/ethernet/stmicro/stmmac/dwmac100_core.c
M;drivers/net/ethernet/stmicro/stmmac/dwmac_dma.h
M;drivers/net/ethernet/stmicro/stmmac/enh_desc.c
M;drivers/net/ethernet/stmicro/stmmac/mmc.h
M;drivers/net/ethernet/stmicro/stmmac/mmc_core.c
M;drivers/net/ethernet/stmicro/stmmac/ring_mode.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac.h
M;drivers/net/ethernet/stmicro/stmmac/stmmac_ethtool.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac_main.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac_mdio.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac_pci.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac_platform.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac_ptp.c
M;drivers/net/ethernet/stmicro/stmmac/stmmac_ptp.h
M;drivers/net/ethernet/sun/cassini.c
M;drivers/net/ethernet/sun/cassini.h
M;drivers/net/ethernet/sun/niu.c
M;drivers/net/ethernet/sun/sunbmac.c
M;drivers/net/ethernet/sun/sungem.c
M;drivers/net/ethernet/sun/sunhme.c
M;drivers/net/ethernet/sun/sunqe.c
M;drivers/net/ethernet/sun/sunvnet.c
M;drivers/net/ethernet/sun/sunvnet.h
M;drivers/net/ethernet/tehuti/tehuti.c
M;drivers/net/ethernet/ti/cpmac.c
A;drivers/net/ethernet/ti/cpsw-phy-sel.c
M;drivers/net/ethernet/ti/cpsw.c
M;drivers/net/ethernet/ti/cpsw.h
M;drivers/net/ethernet/ti/cpsw_ale.c
M;drivers/net/ethernet/ti/cpsw_ale.h
M;drivers/net/ethernet/ti/cpts.c
M;drivers/net/ethernet/ti/cpts.h
M;drivers/net/ethernet/ti/davinci_cpdma.c
M;drivers/net/ethernet/ti/davinci_emac.c
M;drivers/net/ethernet/ti/davinci_mdio.c
M;drivers/net/ethernet/ti/tlan.c
M;drivers/net/ethernet/ti/tlan.h
M;drivers/net/ethernet/tile/tilegx.c
M;drivers/net/ethernet/tile/tilepro.c
M;drivers/net/ethernet/toshiba/ps3_gelic_net.c
M;drivers/net/ethernet/toshiba/ps3_gelic_net.h
M;drivers/net/ethernet/toshiba/ps3_gelic_wireless.c
M;drivers/net/ethernet/toshiba/ps3_gelic_wireless.h
M;drivers/net/ethernet/toshiba/spider_net.c
M;drivers/net/ethernet/toshiba/spider_net.h
M;drivers/net/ethernet/toshiba/tc35815.c
M;drivers/net/ethernet/tundra/tsi108_eth.c
M;drivers/net/ethernet/tundra/tsi108_eth.h
M;drivers/net/ethernet/via/via-rhine.c
M;drivers/net/ethernet/via/via-velocity.c
M;drivers/net/ethernet/wiznet/w5100.c
M;drivers/net/ethernet/wiznet/w5300.c
M;drivers/net/ethernet/xilinx/ll_temac_main.c
M;drivers/net/ethernet/xilinx/xilinx_axienet_main.c
M;drivers/net/ethernet/xilinx/xilinx_axienet_mdio.c
M;drivers/net/ethernet/xilinx/xilinx_emaclite.c
M;drivers/net/ethernet/xircom/xirc2ps_cs.c
M;drivers/net/ethernet/xscale/ixp4xx_eth.c
M;drivers/net/fddi/defxx.c
M;drivers/net/fddi/defxx.h
M;drivers/net/fddi/skfp/fplustm.c
M;drivers/net/fddi/skfp/h/skfbi.h
M;drivers/net/fddi/skfp/h/smc.h
M;drivers/net/fddi/skfp/h/supern_2.h
M;drivers/net/fddi/skfp/h/targetos.h
M;drivers/net/fddi/skfp/skfddi.c
M;drivers/net/fddi/skfp/smt.c
M;drivers/net/fddi/skfp/srf.c
M;drivers/net/hamradio/6pack.c
M;drivers/net/hamradio/baycom_epp.c
M;drivers/net/hamradio/baycom_ser_fdx.c
M;drivers/net/hamradio/baycom_ser_hdx.c
M;drivers/net/hamradio/bpqether.c
M;drivers/net/hamradio/dmascc.c
M;drivers/net/hamradio/hdlcdrv.c
M;drivers/net/hamradio/mkiss.c
M;drivers/net/hamradio/scc.c
M;drivers/net/hamradio/yam.c
M;drivers/net/hippi/rrunner.c
M;drivers/net/hyperv/hyperv_net.h
M;drivers/net/hyperv/netvsc.c
M;drivers/net/hyperv/netvsc_drv.c
M;drivers/net/hyperv/rndis_filter.c
M;drivers/net/ieee802154/at86rf230.c
A;drivers/net/ieee802154/cc2520.c
M;drivers/net/ieee802154/fakehard.c
M;drivers/net/ieee802154/fakelb.c
M;drivers/net/ieee802154/mrf24j40.c
M;drivers/net/ifb.c
M;drivers/net/irda/ali-ircc.c
M;drivers/net/irda/au1k_ir.c
M;drivers/net/irda/bfin_sir.c
M;drivers/net/irda/donauboe.c
D;drivers/net/irda/ep7211-sir.c
M;drivers/net/irda/esi-sir.c
M;drivers/net/irda/irda-usb.c
M;drivers/net/irda/irtty-sir.c
M;drivers/net/irda/kingsun-sir.c
M;drivers/net/irda/ks959-sir.c
M;drivers/net/irda/ksdazzle-sir.c
M;drivers/net/irda/litelink-sir.c
M;drivers/net/irda/ma600-sir.c
M;drivers/net/irda/mcs7780.c
M;drivers/net/irda/nsc-ircc.c
M;drivers/net/irda/old_belkin-sir.c
M;drivers/net/irda/sh_irda.c
M;drivers/net/irda/sh_sir.c
M;drivers/net/irda/sir-dev.h
M;drivers/net/irda/sir_dongle.c
M;drivers/net/irda/smsc-ircc2.c
M;drivers/net/irda/smsc-ircc2.h
M;drivers/net/irda/stir4200.c
M;drivers/net/irda/via-ircc.c
M;drivers/net/irda/via-ircc.h
M;drivers/net/irda/vlsi_ir.c
M;drivers/net/irda/vlsi_ir.h
M;drivers/net/irda/w83977af_ir.c
M;drivers/net/loopback.c
M;drivers/net/macvlan.c
M;drivers/net/macvtap.c
M;drivers/net/mdio.c
M;drivers/net/netconsole.c
M;drivers/net/nlmon.c
M;drivers/net/ntb_netdev.c
A;drivers/net/phy/amd-xgbe-phy.c
M;drivers/net/phy/at803x.c
A;drivers/net/phy/bcm7xxx.c
M;drivers/net/phy/broadcom.c
M;drivers/net/phy/cicada.c
M;drivers/net/phy/davicom.c
M;drivers/net/phy/dp83640.c
M;drivers/net/phy/fixed.c
M;drivers/net/phy/icplus.c
M;drivers/net/phy/lxt.c
M;drivers/net/phy/marvell.c
A;drivers/net/phy/mdio-bcm-unimac.c
M;drivers/net/phy/mdio-gpio.c
A;drivers/net/phy/mdio-moxart.c
M;drivers/net/phy/mdio-mux-gpio.c
M;drivers/net/phy/mdio-mux-mmioreg.c
M;drivers/net/phy/mdio-octeon.c
M;drivers/net/phy/mdio-sun4i.c
M;drivers/net/phy/mdio_bus.c
M;drivers/net/phy/micrel.c
M;drivers/net/phy/phy.c
M;drivers/net/phy/phy_device.c
M;drivers/net/phy/realtek.c
M;drivers/net/phy/smsc.c
M;drivers/net/phy/spi_ks8995.c
M;drivers/net/phy/vitesse.c
M;drivers/net/plip/plip.c
M;drivers/net/ppp/ppp_generic.c
M;drivers/net/ppp/ppp_mppe.c
M;drivers/net/ppp/pppoe.c
M;drivers/net/ppp/pptp.c
M;drivers/net/rionet.c
M;drivers/net/slip/slhc.c
M;drivers/net/slip/slip.c
M;drivers/net/slip/slip.h
M;drivers/net/sungem_phy.c
M;drivers/net/team/team.c
M;drivers/net/team/team_mode_loadbalance.c
M;drivers/net/team/team_mode_random.c
M;drivers/net/tun.c
M;drivers/net/usb/asix.h
M;drivers/net/usb/asix_common.c
M;drivers/net/usb/asix_devices.c
M;drivers/net/usb/ax88172a.c
M;drivers/net/usb/ax88179_178a.c
M;drivers/net/usb/catc.c
M;drivers/net/usb/cdc-phonet.c
M;drivers/net/usb/cdc_eem.c
M;drivers/net/usb/cdc_ether.c
M;drivers/net/usb/cdc_mbim.c
M;drivers/net/usb/cdc_ncm.c
M;drivers/net/usb/cdc_subset.c
M;drivers/net/usb/cx82310_eth.c
M;drivers/net/usb/dm9601.c
M;drivers/net/usb/gl620a.c
M;drivers/net/usb/hso.c
A;drivers/net/usb/huawei_cdc_ncm.c
M;drivers/net/usb/int51x1.c
M;drivers/net/usb/ipheth.c
M;drivers/net/usb/kalmia.c
M;drivers/net/usb/kaweth.c
M;drivers/net/usb/lg-vl600.c
M;drivers/net/usb/mcs7830.c
M;drivers/net/usb/net1080.c
M;drivers/net/usb/pegasus.c
M;drivers/net/usb/plusb.c
M;drivers/net/usb/qmi_wwan.c
M;drivers/net/usb/r8152.c
D;drivers/net/usb/r815x.c
M;drivers/net/usb/rndis_host.c
M;drivers/net/usb/rtl8150.c
M;drivers/net/usb/sierra_net.c
M;drivers/net/usb/smsc75xx.c
M;drivers/net/usb/smsc75xx.h
M;drivers/net/usb/smsc95xx.c
M;drivers/net/usb/smsc95xx.h
M;drivers/net/usb/sr9700.c
A;drivers/net/usb/sr9800.c
A;drivers/net/usb/sr9800.h
M;drivers/net/usb/usbnet.c
M;drivers/net/usb/zaurus.c
M;drivers/net/veth.c
M;drivers/net/virtio_net.c
M;drivers/net/vmxnet3/vmxnet3_drv.c
M;drivers/net/vmxnet3/vmxnet3_ethtool.c
M;drivers/net/vmxnet3/vmxnet3_int.h
M;drivers/net/vxlan.c
M;drivers/net/wan/cosa.c
M;drivers/net/wan/dlci.c
M;drivers/net/wan/dscc4.c
M;drivers/net/wan/farsync.c
M;drivers/net/wan/hd64570.c
M;drivers/net/wan/hd64570.h
M;drivers/net/wan/hd64572.c
M;drivers/net/wan/hd64572.h
M;drivers/net/wan/hdlc.c
M;drivers/net/wan/hdlc_fr.c
M;drivers/net/wan/hostess_sv11.c
M;drivers/net/wan/lapbether.c
M;drivers/net/wan/lmc/lmc_main.c
M;drivers/net/wan/pc300too.c
M;drivers/net/wan/pci200syn.c
M;drivers/net/wan/sbni.c
M;drivers/net/wan/sdla.c
M;drivers/net/wan/sealevel.c
M;drivers/net/wan/wanxl.c
M;drivers/net/wan/x25_asy.c
M;drivers/net/wan/x25_asy.h
M;drivers/net/wan/z85230.h
M;drivers/net/wimax/i2400m/control.c
M;drivers/net/wimax/i2400m/driver.c
M;drivers/net/wimax/i2400m/i2400m-usb.h
M;drivers/net/wimax/i2400m/i2400m.h
M;drivers/net/wimax/i2400m/netdev.c
M;drivers/net/wimax/i2400m/usb.c
M;drivers/net/wireless/adm8211.c
M;drivers/net/wireless/airo.c
M;drivers/net/wireless/airo_cs.c
M;drivers/net/wireless/at76c50x-usb.c
M;drivers/net/wireless/at76c50x-usb.h
M;drivers/net/wireless/ath/ar5523/ar5523.c
M;drivers/net/wireless/ath/ath.h
M;drivers/net/wireless/ath/ath10k/bmi.c
M;drivers/net/wireless/ath/ath10k/bmi.h
M;drivers/net/wireless/ath/ath10k/ce.c
M;drivers/net/wireless/ath/ath10k/ce.h
M;drivers/net/wireless/ath/ath10k/core.c
M;drivers/net/wireless/ath/ath10k/core.h
M;drivers/net/wireless/ath/ath10k/debug.c
M;drivers/net/wireless/ath/ath10k/debug.h
M;drivers/net/wireless/ath/ath10k/hif.h
M;drivers/net/wireless/ath/ath10k/htc.c
M;drivers/net/wireless/ath/ath10k/htc.h
M;drivers/net/wireless/ath/ath10k/htt.c
M;drivers/net/wireless/ath/ath10k/htt.h
M;drivers/net/wireless/ath/ath10k/htt_rx.c
M;drivers/net/wireless/ath/ath10k/htt_tx.c
M;drivers/net/wireless/ath/ath10k/hw.h
M;drivers/net/wireless/ath/ath10k/mac.c
M;drivers/net/wireless/ath/ath10k/mac.h
M;drivers/net/wireless/ath/ath10k/pci.c
M;drivers/net/wireless/ath/ath10k/pci.h
M;drivers/net/wireless/ath/ath10k/rx_desc.h
A;drivers/net/wireless/ath/ath10k/spectral.c
A;drivers/net/wireless/ath/ath10k/spectral.h
M;drivers/net/wireless/ath/ath10k/targaddrs.h
A;drivers/net/wireless/ath/ath10k/testmode.c
A;drivers/net/wireless/ath/ath10k/testmode.h
A;drivers/net/wireless/ath/ath10k/testmode_i.h
M;drivers/net/wireless/ath/ath10k/trace.h
M;drivers/net/wireless/ath/ath10k/txrx.c
M;drivers/net/wireless/ath/ath10k/txrx.h
M;drivers/net/wireless/ath/ath10k/wmi.c
M;drivers/net/wireless/ath/ath10k/wmi.h
D;drivers/net/wireless/ath/ath5k/ahb.c
M;drivers/net/wireless/ath/ath5k/ath5k.h
M;drivers/net/wireless/ath/ath5k/attach.c
M;drivers/net/wireless/ath/ath5k/base.c
M;drivers/net/wireless/ath/ath5k/debug.c
M;drivers/net/wireless/ath/ath5k/dma.c
M;drivers/net/wireless/ath/ath5k/led.c
M;drivers/net/wireless/ath/ath5k/mac80211-ops.c
M;drivers/net/wireless/ath/ath5k/pci.c
M;drivers/net/wireless/ath/ath5k/phy.c
M;drivers/net/wireless/ath/ath6kl/bmi.h
M;drivers/net/wireless/ath/ath6kl/cfg80211.c
M;drivers/net/wireless/ath/ath6kl/common.h
M;drivers/net/wireless/ath/ath6kl/core.c
M;drivers/net/wireless/ath/ath6kl/core.h
M;drivers/net/wireless/ath/ath6kl/debug.c
M;drivers/net/wireless/ath/ath6kl/debug.h
M;drivers/net/wireless/ath/ath6kl/hif.c
M;drivers/net/wireless/ath/ath6kl/hif.h
M;drivers/net/wireless/ath/ath6kl/htc.h
M;drivers/net/wireless/ath/ath6kl/htc_mbox.c
M;drivers/net/wireless/ath/ath6kl/htc_pipe.c
M;drivers/net/wireless/ath/ath6kl/init.c
M;drivers/net/wireless/ath/ath6kl/main.c
M;drivers/net/wireless/ath/ath6kl/sdio.c
M;drivers/net/wireless/ath/ath6kl/target.h
M;drivers/net/wireless/ath/ath6kl/txrx.c
M;drivers/net/wireless/ath/ath6kl/usb.c
M;drivers/net/wireless/ath/ath6kl/wmi.c
M;drivers/net/wireless/ath/ath6kl/wmi.h
M;drivers/net/wireless/ath/ath9k/ahb.c
M;drivers/net/wireless/ath/ath9k/ani.c
M;drivers/net/wireless/ath/ath9k/ani.h
M;drivers/net/wireless/ath/ath9k/antenna.c
M;drivers/net/wireless/ath/ath9k/ar5008_phy.c
M;drivers/net/wireless/ath/ath9k/ar9002_calib.c
M;drivers/net/wireless/ath/ath9k/ar9002_hw.c
M;drivers/net/wireless/ath/ath9k/ar9002_mac.c
M;drivers/net/wireless/ath/ath9k/ar9002_phy.c
M;drivers/net/wireless/ath/ath9k/ar9003_2p2_initvals.h
A;drivers/net/wireless/ath/ath9k/ar9003_buffalo_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9003_calib.c
M;drivers/net/wireless/ath/ath9k/ar9003_eeprom.c
M;drivers/net/wireless/ath/ath9k/ar9003_eeprom.h
M;drivers/net/wireless/ath/ath9k/ar9003_hw.c
M;drivers/net/wireless/ath/ath9k/ar9003_mac.c
M;drivers/net/wireless/ath/ath9k/ar9003_mci.c
M;drivers/net/wireless/ath/ath9k/ar9003_phy.c
M;drivers/net/wireless/ath/ath9k/ar9003_phy.h
M;drivers/net/wireless/ath/ath9k/ar9003_rtt.c
A;drivers/net/wireless/ath/ath9k/ar9003_wow.c
M;drivers/net/wireless/ath/ath9k/ar9330_1p1_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9330_1p2_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9340_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9462_2p0_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9462_2p1_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9485_initvals.h
A;drivers/net/wireless/ath/ath9k/ar953x_initvals.h
M;drivers/net/wireless/ath/ath9k/ar955x_1p0_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9565_1p0_initvals.h
A;drivers/net/wireless/ath/ath9k/ar9565_1p1_initvals.h
M;drivers/net/wireless/ath/ath9k/ar9580_1p0_initvals.h
M;drivers/net/wireless/ath/ath9k/ath9k.h
M;drivers/net/wireless/ath/ath9k/beacon.c
M;drivers/net/wireless/ath/ath9k/btcoex.c
M;drivers/net/wireless/ath/ath9k/calib.c
M;drivers/net/wireless/ath/ath9k/calib.h
A;drivers/net/wireless/ath/ath9k/channel.c
A;drivers/net/wireless/ath/ath9k/common-beacon.c
A;drivers/net/wireless/ath/ath9k/common-beacon.h
A;drivers/net/wireless/ath/ath9k/common-debug.c
A;drivers/net/wireless/ath/ath9k/common-debug.h
A;drivers/net/wireless/ath/ath9k/common-init.c
A;drivers/net/wireless/ath/ath9k/common-init.h
M;drivers/net/wireless/ath/ath9k/common.c
M;drivers/net/wireless/ath/ath9k/common.h
M;drivers/net/wireless/ath/ath9k/debug.c
M;drivers/net/wireless/ath/ath9k/debug.h
A;drivers/net/wireless/ath/ath9k/debug_sta.c
M;drivers/net/wireless/ath/ath9k/dfs.c
M;drivers/net/wireless/ath/ath9k/dfs.h
M;drivers/net/wireless/ath/ath9k/dfs_debug.c
M;drivers/net/wireless/ath/ath9k/dfs_debug.h
A;drivers/net/wireless/ath/ath9k/dynack.c
A;drivers/net/wireless/ath/ath9k/dynack.h
M;drivers/net/wireless/ath/ath9k/eeprom_4k.c
M;drivers/net/wireless/ath/ath9k/eeprom_9287.c
M;drivers/net/wireless/ath/ath9k/eeprom_def.c
M;drivers/net/wireless/ath/ath9k/gpio.c
M;drivers/net/wireless/ath/ath9k/hif_usb.c
M;drivers/net/wireless/ath/ath9k/htc.h
M;drivers/net/wireless/ath/ath9k/htc_drv_beacon.c
M;drivers/net/wireless/ath/ath9k/htc_drv_debug.c
M;drivers/net/wireless/ath/ath9k/htc_drv_gpio.c
M;drivers/net/wireless/ath/ath9k/htc_drv_init.c
M;drivers/net/wireless/ath/ath9k/htc_drv_main.c
M;drivers/net/wireless/ath/ath9k/htc_drv_txrx.c
M;drivers/net/wireless/ath/ath9k/htc_hst.c
M;drivers/net/wireless/ath/ath9k/htc_hst.h
M;drivers/net/wireless/ath/ath9k/hw-ops.h
M;drivers/net/wireless/ath/ath9k/hw.c
M;drivers/net/wireless/ath/ath9k/hw.h
M;drivers/net/wireless/ath/ath9k/init.c
M;drivers/net/wireless/ath/ath9k/link.c
M;drivers/net/wireless/ath/ath9k/mac.c
M;drivers/net/wireless/ath/ath9k/mac.h
M;drivers/net/wireless/ath/ath9k/main.c
M;drivers/net/wireless/ath/ath9k/mci.c
M;drivers/net/wireless/ath/ath9k/pci.c
D;drivers/net/wireless/ath/ath9k/rc.c
D;drivers/net/wireless/ath/ath9k/rc.h
M;drivers/net/wireless/ath/ath9k/recv.c
M;drivers/net/wireless/ath/ath9k/reg.h
A;drivers/net/wireless/ath/ath9k/spectral.c
A;drivers/net/wireless/ath/ath9k/spectral.h
A;drivers/net/wireless/ath/ath9k/tx99.c
M;drivers/net/wireless/ath/ath9k/wmi.h
M;drivers/net/wireless/ath/ath9k/wow.c
M;drivers/net/wireless/ath/ath9k/xmit.c
M;drivers/net/wireless/ath/carl9170/carl9170.h
M;drivers/net/wireless/ath/carl9170/debug.c
M;drivers/net/wireless/ath/carl9170/main.c
M;drivers/net/wireless/ath/carl9170/phy.c
M;drivers/net/wireless/ath/carl9170/rx.c
M;drivers/net/wireless/ath/carl9170/tx.c
M;drivers/net/wireless/ath/carl9170/usb.c
D;drivers/net/wireless/ath/ath9k/dfs_pattern_detector.c
A;drivers/net/wireless/ath/dfs_pattern_detector.c
D;drivers/net/wireless/ath/ath9k/dfs_pattern_detector.h
A;drivers/net/wireless/ath/dfs_pattern_detector.h
D;drivers/net/wireless/ath/ath9k/dfs_pri_detector.c
A;drivers/net/wireless/ath/dfs_pri_detector.c
D;drivers/net/wireless/ath/ath9k/dfs_pri_detector.h
A;drivers/net/wireless/ath/dfs_pri_detector.h
M;drivers/net/wireless/ath/main.c
M;drivers/net/wireless/ath/regd.c
A;drivers/net/wireless/ath/spectral_common.h
A;drivers/net/wireless/ath/trace.c
A;drivers/net/wireless/ath/trace.h
A;drivers/net/wireless/ath/wcn36xx/debug.c
A;drivers/net/wireless/ath/wcn36xx/debug.h
A;drivers/net/wireless/ath/wcn36xx/dxe.c
A;drivers/net/wireless/ath/wcn36xx/dxe.h
A;drivers/net/wireless/ath/wcn36xx/hal.h
A;drivers/net/wireless/ath/wcn36xx/main.c
A;drivers/net/wireless/ath/wcn36xx/pmc.c
A;drivers/net/wireless/ath/wcn36xx/pmc.h
A;drivers/net/wireless/ath/wcn36xx/smd.c
A;drivers/net/wireless/ath/wcn36xx/smd.h
A;drivers/net/wireless/ath/wcn36xx/txrx.c
A;drivers/net/wireless/ath/wcn36xx/txrx.h
A;drivers/net/wireless/ath/wcn36xx/wcn36xx.h
M;drivers/net/wireless/ath/wil6210/cfg80211.c
M;drivers/net/wireless/ath/wil6210/debug.c
M;drivers/net/wireless/ath/wil6210/debugfs.c
A;drivers/net/wireless/ath/wil6210/ethtool.c
A;drivers/net/wireless/ath/wil6210/fw.c
A;drivers/net/wireless/ath/wil6210/fw.h
A;drivers/net/wireless/ath/wil6210/fw_inc.c
M;drivers/net/wireless/ath/wil6210/interrupt.c
A;drivers/net/wireless/ath/wil6210/ioctl.c
M;drivers/net/wireless/ath/wil6210/main.c
M;drivers/net/wireless/ath/wil6210/netdev.c
M;drivers/net/wireless/ath/wil6210/pcie_bus.c
A;drivers/net/wireless/ath/wil6210/rx_reorder.c
M;drivers/net/wireless/ath/wil6210/txrx.c
M;drivers/net/wireless/ath/wil6210/txrx.h
M;drivers/net/wireless/ath/wil6210/wil6210.h
A;drivers/net/wireless/ath/wil6210/wil_platform.c
A;drivers/net/wireless/ath/wil6210/wil_platform.h
A;drivers/net/wireless/ath/wil6210/wil_platform_msm.c
A;drivers/net/wireless/ath/wil6210/wil_platform_msm.h
M;drivers/net/wireless/ath/wil6210/wmi.c
M;drivers/net/wireless/ath/wil6210/wmi.h
M;drivers/net/wireless/atmel.c
M;drivers/net/wireless/atmel.h
M;drivers/net/wireless/atmel_cs.c
M;drivers/net/wireless/atmel_pci.c
M;drivers/net/wireless/b43/b43.h
M;drivers/net/wireless/b43/bus.c
M;drivers/net/wireless/b43/bus.h
M;drivers/net/wireless/b43/debugfs.h
M;drivers/net/wireless/b43/dma.c
M;drivers/net/wireless/b43/main.c
M;drivers/net/wireless/b43/main.h
M;drivers/net/wireless/b43/phy_a.c
M;drivers/net/wireless/b43/phy_a.h
M;drivers/net/wireless/b43/phy_common.c
M;drivers/net/wireless/b43/phy_common.h
M;drivers/net/wireless/b43/phy_g.c
M;drivers/net/wireless/b43/phy_ht.c
M;drivers/net/wireless/b43/phy_ht.h
M;drivers/net/wireless/b43/phy_lcn.c
M;drivers/net/wireless/b43/phy_lp.c
M;drivers/net/wireless/b43/phy_n.c
M;drivers/net/wireless/b43/phy_n.h
M;drivers/net/wireless/b43/pio.c
A;drivers/net/wireless/b43/ppr.c
A;drivers/net/wireless/b43/ppr.h
M;drivers/net/wireless/b43/radio_2056.c
M;drivers/net/wireless/b43/radio_2057.c
M;drivers/net/wireless/b43/radio_2057.h
M;drivers/net/wireless/b43/radio_2059.c
M;drivers/net/wireless/b43/radio_2059.h
M;drivers/net/wireless/b43/sysfs.c
M;drivers/net/wireless/b43/tables_nphy.c
M;drivers/net/wireless/b43/tables_nphy.h
M;drivers/net/wireless/b43/wa.c
M;drivers/net/wireless/b43/xmit.c
M;drivers/net/wireless/b43/xmit.h
M;drivers/net/wireless/b43legacy/dma.c
M;drivers/net/wireless/b43legacy/main.c
M;drivers/net/wireless/b43legacy/sysfs.c
M;drivers/net/wireless/b43legacy/xmit.c
A;drivers/net/wireless/brcm80211/brcmfmac/bcdc.c
A;drivers/net/wireless/brcm80211/brcmfmac/bcdc.h
M;drivers/net/wireless/brcm80211/brcmfmac/bcmsdh.c
D;drivers/net/wireless/brcm80211/brcmfmac/bcmsdh_sdmmc.c
